id,like_count,caption,hash_tag,permalink
17912405609650074,227,"古着組で下北沢🌿

昼飲みしてキメてからのお買い物オススメです

                              ","#古着,#古着コーデ,#古着女子,#オーバーオール,#シミラールック,#おそろコーデ,#下北沢,#下北沢古着屋,#ハンチング帽,#チェキ,#写ルンです,#横浜美容院,#横浜美容室,#ジャニオタさんと繋がりたい,#ジャニヲタさんと繋がりたい,#ヘッドホン",https://www.instagram.com/p/ClG0QzgPcQZ/
id,like_count,caption,hash_tag,permalink
18265980607104611,1281,"写ルンですで撮った写真
現像したら27枚中18枚が真っ黒でした..27枚で1,790円
1枚66円よって1,188円が死にました。。今度はKodak買ってみようかな...一緒ですか?
撮る技術の問題?🥹
小学生の時何も考えず撮ってた時こんな難しいと思わなかったよ、、
写ルンですってこんなに難しかったっけ、、

","#写ルンです,#롯데월드,#ロッテワールド,#韓国旅行,#🇰🇷,#🎡",https://www.instagram.com/p/Ck-YRO0JDPl/
17953794782212459,64,"💐 ugo_lifestyle 
先月遊びに行った お花と花器のイベントの日の写真♡

今月は23日にフラワーアレンジメントのWSもあるそう！
そしてその1週間後の30日は  WSです📿❤️‍🔥
わたしと ugo_onatsu と一緒に
世界にひとつのビーズアクセサリーを作りませんか？🪡
ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ
ありがたいことに2回目の開催を迎えられます（ ; ; ）
前回よりも少しパワーアップできていると思います✨✨
時間帯やアイテムも変え、楽しめるように企画しますので
ご遠慮なく 何度でもご参加くださいね🤣🥹🫶🏼

11/30(水) ①19:00-21:00 ②21:30-23:30 各4名様
ご予約の方優先、当日滑り込みも🆗です👌🏼😊🥤
基本プラン ¥5500 / フルプラン ¥7500  1drink付
ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ
材料・道具は全てご用意しますので持ち物はありません。
お申込みは ハイライトのリンクから お願いいたします🙇🏼‍♀️
ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤたくさんのご参加お待ちしております( ◠‿◠ )📿
ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ","#みかべいびfilm,#bebiugo",https://www.instagram.com/p/ClLuEgBJif3/
17990082136628062,0,"𓍯

　
お誕生日イロイロ𓂃📸
　
3枚目の顔がツボ♡
(お父さんの顔色伺いながら
ゴミ箱漁ってる)

　
 
 
","#1stbirthday,#firstbirthday,#写ルンです",https://www.instagram.com/p/ClJUCbeJpqa/
18236015140177775,2527,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ
久しぶりのツーショット!
ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ
気が付けばいつも柄物とか色物のアイテムが少なくなっちゃうけど彼女が補ってくれます🙂📷
ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ
そして基本荷物が多いからどんなスタイルにもリュックを背負っていることが多いです。落ち着く😌◎
ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ",,https://www.instagram.com/p/CjaarnqvHNl/
17928097490422622,610,楽しくて笑うと目が線になるんだね🥱,,https://www.instagram.com/p/CjdCXdephUm/
17929930835480070,0,"ほんま、うる星やつら。
だいぶ時差投稿やけど、誕生日近いので合同で誕生日会と称して、ただ寿司と肉を食べる会だった。

寿司を普通に食べて、そのあと肉へ梯子するという細い二人からは想像つかん胃袋と食いっぷり。正直、最後の方のホルモンはおじさんにはキツかった。

天真爛漫はプレゼントとともに手紙くれて、感動したし、うんちゃんはプレゼントを駅に忘れてくるといういつもの破天荒ぶりで笑いを誘い、とても良い日だった。

昨年に引き続き誕生日は一人で迎えたが、友達がいてくれてありがたいなぁと感慨深く思った日だった。

フィルムはあとから見返せて良いね📸

 

---------------------------------

       

        

---------------------------------","#filmtmk,#filmcamera,#filmphotography,#lexio70,#film_jp,#filmphoto,#filmphotographic,#konica,#写ルンです,#写ルンですのある生活,#フィルムカメラ部,#フィルム写真部,#フィルムカメラ散歩,#フィルム部,#フィルムと生活,#写ルンですピープル",https://www.instagram.com/p/Ck0fNjeP0BA/
17913475082573404,26,"*
準備でおこもり日曜日
                             ","#写ルンです,#写ルンですのある生活,#写ルンです女子,#カメラ,#カメラ部,#ネームタグ,#スタンプ,#100均,#プレ花嫁,#プレ花嫁diy,#結婚準備,#楽しい,#カワイイ,#日曜日,#tokyolife🐷🐹,#camera,#fujifilm,#utsurundesu,#instantcamera,#cameralover,#filmcamera,#cameraphotography,#diy,#handmade,#stamp,#tag,#100yenshop,#sunday,#1120,#d007",https://www.instagram.com/p/ClLyc2jrdMU/
17996915968559545,0,"少し背伸びをしただけで、ぎっくり腰になりました😵‍💫

その際落ちてきた箱を今日開けてみたのですが、懐かしいものが出てきました。

フロッピーディスク
デジタルビデオカセット
写ルンですカートリッジ

何が記録されているのでしょうか。知りたいような…知りたくないような😅

 
","#floppydisk,#写ルンです",https://www.instagram.com/p/ClJSX9vPVyi/
18244333954123701,62,"*
カメラ欲しかったけど車検で金欠なので見送り
辛抱！！！🥺🥺🥺",,https://www.instagram.com/p/ClGxerJPQI5/
17878039646688574,5374,"島根県、松江駅

松江藩の城下町を中心に発展してきた山陰最大の人口を擁する中心都市。宍道湖から中海に注ぐ大橋川によって松江の市街地は南北に二分されている。宍道湖畔、大橋川の両岸に築かれた町であることや、松江城下の堀川の保存状態も良いことから「水の都」とされている。

📍Matsue station,Shimane prefecture,Japan

🗾Google Map : https://bit.ly/3qcFLlc

Hello world🐅
Tag Japanophile😀

Follow toratabix
For your Japanese trip someday.

📻ラジオ始めました✨

東京FMさんのお誘いでネットラジオを始めました🦻
毎朝7時にアップしている写真解説、国内１０００箇所から厳選された「くだらない」旅の話をしております。
☀️毎朝7時ごろに更新。（更新後も聞けます）

https://audee.jp/mystudio/profile/show/1328710

1.URLからアプリをダウンロード
2.マイスタジオ 👉 クリエイター 👉 TORATABIXの日本大百科を開く
3.フォローするをタップする

😁TORATABIXの投稿をより楽しむ方法

Toratabixの投稿は☀️季節毎や🗾県毎にハッシュタグを使って検索できます。

1.県ごとに写真を見たい場合
ハッシュタグtora + 県名 （例：ハッシュタグ toratokyo)

2.季節ごとに写真を見たい場合
ハッシュタグtora + 季節名（例：ハッシュタグtorasummer)

3.月毎に写真を見たい場合
ハッシュタグtora + 月名（例：ハッシュタグtoraaugust)

🗣HOW TO ENJOY TORATABIX POST MORE

🔎You can use hashtags to search for my photos by genre like prefecture, each season.

How to search for photos by❓

1.Japanese prefectures
(Hashtag)Tora + Japanese prefecture name (ex:(hashtag)toratokyo)

2.Season
(Hashtag)Tora + season (ex:(hashtag)torasummer)

3.Month
(Hashtag)Tora + month (ex:(hashtag)toraAugust)

                             ","#島根,#島根県,#島根観光,#島根旅行,#島根カメラ部,#松江駅,#Shimane,#ノスタルジー,#昭和レトロ,#デジタルでフィルムを再現したい,#原風景,#写ルンです,#田舎暮らし,#田舎,#田舎の風景,#田舎生活,#田舎道,#散歩,#田舎風景,#懐かしい風景,#町家,#街並み,#街撮り,#ひとり旅,#toraShimane,#torafall,#toraNovember,#秋,#紅葉,#もみじ",https://www.instagram.com/p/CiQwFy0DzbI/
17924469713616319,43,"先月の姪っ子の結婚式。｢“写ルンです”の写真です。
昭和感が若干ある画質で味が出ました笑」と送ってくれました。
本当に（笑）
今はスマホも画像がクリア過ぎて10年ぐらい前のデジカメが欲しいなぁと思う時がありますもの。

この懐かしい感じにあらためて胸キュンです💕

 
 
 
 
","#姪っ子の結婚式,#目黒雅叙園結婚式,#写ルンです,#写ルンですで撮影,#レトロ感",https://www.instagram.com/p/ClLiKl4SXvU/
18233416615194214,59,"*
白木峰",,https://www.instagram.com/p/ClIYuEePk3E/
18236817304151971,17,"    
 
   
                 
           ","#ファインダー越しの私の世界,#filmphotography,#ポートレート,#東北photogram,#ほふく撮影隊,#pics_jp,#loves_world,#film_com,#analogphotography,#team_jp_,#film_jp,#wp_japan,#フィルム部,#フィルム写真,#フィルムカメラ,#フィルムに恋してる,#フィルム写真普及委員会,#フィルムの灯を絶やさない,#写真好きな人と繋がりたい,#closeup_archive,#広がり同盟,#filmisnotdead,#35mmfilmphotography,#pentax67,#写ルンです,#写ルンですのある生活,#filmcamera,#filmcommunity,#portrait,#マリフォト2022年12月初冬",https://www.instagram.com/p/ClJa1giJxNT/
17860130510786407,0,"・
⁡
まとめシリーズ第54弾🎉
今回は「散歩とカメラ」についてお届け📸

⁡
少しでも「タメになった👏」という方は保存やストーリーでシェアしていただけると同じ体験をする方が増えるので嬉しいです🤤
⁡
⁡
コメントやストーリーズでのシェアなど嬉しいのでお気軽にご意見ください🙇‍♂️
⁡
⁡
⁡
￣￣￣￣￣￣￣￣￣
 僕からのお願い👏
＿＿＿＿＿＿＿＿＿
ストーリーで写真を共有する際は
僕をタグ付けしてくれると嬉しいです！
そうするとストーリーへ遊びに行くことができます😳
共有や反応もしたいのでよろしくお願いします🤝
⁡
⁡
⁡
撮影依頼など気軽にご相談ください！
DMして頂けると嬉しいです😆
⁡
⁡
⁡
           ","#写ルンです,#写ルンですのある生活,#写ルンです女子,#写ルンです好きな人と繋がりたい,#なにげない日常が好き,#カメラ初心者の人と繋がりたい,#カメラのある生活,#写真好きな人と繋がりたい,#nicostop,#フィルムカメラ初心者,#幸せな瞬間をもっと世界に,#写真好きな人と繋がりたい,#写真初心者",https://www.instagram.com/p/ChR2Safvvbw/
18020125606453865,0,"⁡
⁡
 
 
⁡
⁡","#コンパクトフィルムカメラ,#bigmini,#film,#kodakgold200",https://www.instagram.com/p/ClGiVijPTAX/
17995499131574301,1077,"自分のショートカット時代、結構好きである
またこれくらい切りたい
・
・
・
・
・
・
・
・
・
・
・
・
・
・
・
                             ","#被写体,#被写体希望,#被写体女子,#撮影依頼募集中,#被写体になります,#カメラマンさんと繋がりたい,#写真好きな人と繋がりたい,#フィルム写真撮ってる人と繋がりたい,#ポートレート,#photoshop,#いいね返し,#フォローミー,#film,#filmphotography,#photo,#photographer,#photography,#portrait,#portraitphotography,#instagood,#instalike,#instaphoto,#japanesegirl,#l4like,#l4l,#花,#デジタルでフィルムを再現したい,#地雷女,#写ルンです",https://www.instagram.com/p/ClBoFdwLH6j/
17891095943656639,906,"🌙.*
・
・ 
                                   
 clippies.mag 
vulcanclass 
shiny__jk 
 youthgakuen 
shinro_official 
shine_kankoku 
insta_bae_book 
jk_tushin
clacla_zukan 
chummy_com","#写ルンですprintmedia19,#文化祭,#文化祭フォト,#文化祭ヘア,#文化祭コーデ,#文化祭ボード,#ノーマルカメラ,#フラッシュ,#ネームボード,#ネームプレート,#クラスTシャツ,#猫耳,#jk,#jkブランド,#プリントメディア,#インスタ加工,#ストーリー加工,#ボブアレンジ,#ボブ,#ハーフアップ,#fff,#ボブ女子,#文化祭フォトスポット,#フォトスポット,#フィルムカメラ",https://www.instagram.com/p/CkOMEzqA7O5/
17929192601557455,0,"👜
今年の誕プレTEMBEAのはずだったんだけど色々あってまだ貰えてなくてつらみちきん。
- ̗̀ 𝚃𝚑𝚊𝚗𝚔 𝚢𝚘𝚞 ̖́-
kotonoha555",,https://www.instagram.com/p/ClKyfhsvMEF/
18031160350382004,22,                  ,"#ラオス,#旅,#海外,#世界,#フィルムカメラ,#写ルンです,#子供,#白黒,#laos,#nature,#35mm,#35mmfilm,#filmphotography,#analog,#filmis,#instagood,#travel",https://www.instagram.com/p/ClLvuGgSODw/
17936427854352518,19,".
.
.
余白
.
.
.

   

    


      ","#フィルムカメラ,#フィルムカメラ初心者,#愛知カメラ部,#名古屋カメラ部,#フィルムカメラ,#画像加工,#チェキ,#インスタントカメラ,#写ルンです,#followme,#likeforlike,#like4like,#follow4follow,#followforfollow,#f4f,#エモい,#エモい写真,#ノスタルジック,#ノスタルジックな風景,#いいねした人全員フォローする,#フォローミー,#いいね返し,#フォロー返し,#相互フォロー,#フィルム,#filmcamera,#視点,#ファインダー越しの私の世界,#ファインダー越しの世界,#東海カメラ倶楽部,#カメラ好きな人と繋がりたい",https://www.instagram.com/p/ClKtRkdSjAJ/
18162939637268486,0,今見返すとちゃんと青春だったりする,,https://www.instagram.com/p/ClK6YQjPlRQ/
17895670862701961,18406,"第2話は今夜10時から🌺

グループ別行動を通して
メンバーの恋に変化は生まれる…？

リアタイするよ〜！って人は
「🎃」をコメントしてね❤️",,https://www.instagram.com/p/CkX1aZhPg4f/
17956230104011989,4475,"Black Sun あと2話で見終わります！「許さん」が聞けて感動です。

オンラインストアGallery ojitooleでは写真プリント/写真集の販売を行っています。

2018年から2020年までの写真を1冊にまとめたPrivate Stock 1.0

2020年から2022年までの写真を1冊にまとめたPrivate Stock 1.5

全ての写真に映るのはriccco99

5%OFFクーポンコード

CGFlfYOV9t

ご購入の際に入力すると割引が適応されます。是非ご利用ください！

11月19日に開催される展示・物販イベント「束の間」に参加させて頂きます。
個展のために作っている写真パネルの一部や、販売している写真プリントのサンプル、未公開の額装写真サンプルなどを持っていく予定です！（現在製作中）
是非お越しください！

 
 
 


","#涙,#crying😂,#人像攝影,#portraitlove,#写ルンです,#フィルムカメラ",https://www.instagram.com/p/CkQlq9bPf78/
17968991371944482,0,"👜
リュック欲しいな。帽子も欲しい。
TEMBEAはよいぞ。
- ̗̀ 𝚃𝚑𝚊𝚗𝚔 𝚢𝚘𝚞 ̖́-
kotonoha555",,https://www.instagram.com/p/ClLfO7TvR_I/
17941396784413342,2530,"この人はよく泣きよく笑う

11月19日に行うイベント「束の間」に持参する額装写真がやっと1つ出来上がりました！
今後もいくつか作って選別して持っていくので是非お越しください！

オンラインストアGallery ojitooleでは写真プリント/写真集の販売を行っています。

2018年から2020年までの写真を1冊にまとめたPrivate Stock 1.0

2020年から2022年までの写真を1冊にまとめたPrivate Stock 1.5

全ての写真に映るのはriccco99

5%OFFクーポンコード

CGFlfYOV9t

ご購入の際に入力すると割引が適応されます。是非ご利用ください！

 
 
 
 
 



","#笑顔が人を幸せにする,#smile😁,#人像写真,#人像攝影,#portraitlove,#인물사진,#額装,#写ルンです,#フィルムカメラ",https://www.instagram.com/p/CkVysV0vyzs/
